epoch,train_loss,val_loss,train_pixel_accuracy,train_mean_class_accuracy,train_mean_iou,train_foreground_mean_iou,train_macro_precision,train_macro_recall,train_macro_f1,train_present_classes,val_pixel_accuracy,val_mean_class_accuracy,val_mean_iou,val_foreground_mean_iou,val_macro_precision,val_macro_recall,val_macro_f1,val_present_classes,epoch_seconds
11,1.8424544136126837,1.8562274007797241,0.596901087782118,0.053367232101202616,0.032263034143385744,0.02586798933782141,0.0845872422497244,0.0442579847508407,0.04693116988799904,103,0.5966863932291666,0.04529253561493537,0.027453582097752456,0.021106487444988973,0.0903730720763391,0.03607055340256258,0.03785080692994353,103,2526.6538982391357
12,1.7911475280721982,1.8815988554954528,0.6008686252170139,0.0643053461400432,0.03967336699776943,0.03322119542211782,0.09866391502169501,0.05531758418024205,0.05949613132995685,103,0.5956009765625,0.05397810572347997,0.02948374652464286,0.02291734876364206,0.0768812442164936,0.044924499694129295,0.04078298578882346,103,2857.9496483802795
13,1.7293897937337557,1.8543509616851808,0.6050715603298611,0.07853543323794468,0.04860605813282364,0.04211145759572823,0.12076841029295989,0.06971357308846404,0.07463065708631329,103,0.5966419759114583,0.07071322334962157,0.03861799290497591,0.03190766441007188,0.0941068156200037,0.06195011002426452,0.05524161766339109,103,2489.3963706493378
14,1.6769525969922543,1.808100482583046,0.6115393636067709,0.09317811328670011,0.05823876553943616,0.05169926243846725,0.13610764121813682,0.08452162852525562,0.09115386641552688,103,0.6057475260416667,0.06537883198316588,0.04495634140272102,0.03866837130350134,0.16126946059528646,0.0563595192930959,0.0671405387165195,103,2828.7866201400757
15,1.6111885131398838,1.8535598378181457,0.6171192138671875,0.10884295978177023,0.0696300339743513,0.06309093648224982,0.15091194171163938,0.10035685357214731,0.11000451885195187,103,0.6063743489583333,0.08160564473739372,0.05268169167911584,0.046286393957449164,0.15618489969842653,0.0728536832383562,0.07919688574163711,103,2477.11372089386
16,1.5500378703872362,1.836323815703392,0.6270990695529514,0.13341104865194756,0.08584627942120655,0.07934197877596279,0.18356387528754434,0.12518253840644314,0.13675794909893135,103,0.6064190592447917,0.08259480732893992,0.050138091895108115,0.04342393929413037,0.1332952109582865,0.07388959540915012,0.07569035022336601,103,2795.587115049362
17,1.4675555879076323,1.8567521661520003,0.6384894802517361,0.16092717625049444,0.10474357845180383,0.09826014574366397,0.21240104272853721,0.15298989225653578,0.1659328811877516,103,0.605618408203125,0.10189809109366872,0.05912228185332868,0.05226945745840329,0.13459358625775902,0.0935028043797686,0.09168403578133426,103,2461.804141521454
18,1.3956083425184092,1.874100620508194,0.6479460069444445,0.18591207654467354,0.12141301298710386,0.11499682740543696,0.24351726932148374,0.17824369633786696,0.19339124341284114,103,0.6024856282552083,0.10108963040643297,0.06329542131968965,0.056449678490888104,0.15376380454724917,0.09278195533449926,0.09785535496941182,103,2441.1265823841095
19,1.3161921232442062,1.873100960612297,0.659895619032118,0.2166828843351273,0.14407022090200672,0.13774918892953358,0.2741231428081698,0.20933411748706798,0.22764320166349483,103,0.6105867838541666,0.11272766814560514,0.07100812298617981,0.06436113785536232,0.16450774175322974,0.10442814295063164,0.111691327984347,103,2428.829020500183
20,1.2180396359562873,1.8999007400274277,0.6778777370876736,0.26015694700900865,0.17580601899241147,0.16967444005149296,0.3268680210062296,0.2532446773852901,0.2737019944983313,103,0.61257587890625,0.12070308324874207,0.07470013779994204,0.06792866665887755,0.1685846305692127,0.11250745524939036,0.11686074487142434,103,2747.672392845154
21,1.1449229849278928,1.913677284359932,0.692772642686632,0.2952292983414896,0.20351695350996177,0.19755262262443016,0.36466671990892785,0.28866708199774316,0.3131248562338816,103,0.6126701822916667,0.12723515555236303,0.08035455735218044,0.07349130299632249,0.18126432072438997,0.1191956533411326,0.12533732610042783,103,2418.153622865677
22,1.0558525302708148,2.0336074463129044,0.7092451931423611,0.337992730949706,0.23671992936954941,0.23098907942556537,0.4046362249501339,0.3318744938140648,0.3574525681434307,103,0.6124574544270833,0.1277863587413472,0.08343623134196385,0.07673164928633165,0.18161413642072877,0.11967547643440757,0.1303229453277305,103,2734.0808365345
23,0.9554156963427861,2.144884453415871,0.7313670681423611,0.39458150883910964,0.28306996203553897,0.2777117129438576,0.47025518598531313,0.38902800139897864,0.4176338588414098,103,0.6154129720052083,0.12726953946070127,0.08389435772129732,0.07726409057030105,0.20108788406214126,0.11911082026365315,0.13213940249506503,103,2412.5102767944336
24,0.8881129280378421,2.18053946185112,0.7459640923394097,0.4318224549006933,0.31357740082663776,0.3084368684815429,0.5045076747223851,0.4266457291637986,0.45683326543053393,103,0.6141967447916666,0.13847112346488577,0.09029805288772605,0.08359048929918933,0.1853582477258871,0.13050673778813687,0.14057191824974685,103,2727.348311662674
25,0.8088721843808889,2.323999726891518,0.7668155571831597,0.4796720872296671,0.3556415303475496,0.3508208722605661,0.5524856486565695,0.4749582119795737,0.5062572341397833,103,0.6066998209635417,0.13257245123725606,0.08671637771683917,0.07992112638049037,0.1903192489760759,0.12464222625846261,0.13647329283134377,103,2399.5347917079926
26,0.7533576392283042,2.455036886572838,0.7811659125434027,0.5180788006693755,0.389846554248867,0.3853149282883537,0.5864751091548827,0.5137530752630047,0.5437027852358255,103,0.6112721354166667,0.1321516184262494,0.0846552301182593,0.07792283658010046,0.1924498877847527,0.12414934069644294,0.13385999413715347,103,2728.9458746910095
27,0.678528055002292,2.3225315458774567,0.7989697428385417,0.5637528885016665,0.4348533987362682,0.4307209983944847,0.6341350062207568,0.559884503986413,0.5921262637242777,103,0.6164416666666667,0.1349203644355013,0.08938191417647373,0.08273300483135218,0.199021814370205,0.12688386304085464,0.1403317331191931,103,2410.813448905945
28,0.6158745942115784,2.6229455980062486,0.8155222466362847,0.6046428077548981,0.47579533818778064,0.47198700419780676,0.6698905280596752,0.601169722797594,0.6313293797195685,103,0.6079763671875,0.13587971383689554,0.08667826488432823,0.07997895460282688,0.1791433610399999,0.12795785818759833,0.13712908523454226,103,2754.8179886341095
29,0.5699819326400757,2.5347328186035156,0.8281717475043403,0.6358747063639715,0.5071396351919072,0.5035889698643939,0.699250198532848,0.6327088446616336,0.6625755912932701,103,0.6122665690104167,0.14370496094160595,0.0939855116426583,0.08737094995591232,0.1896284978334635,0.1358059442776169,0.1474878976096664,103,2374.417886018753
30,0.5218914151191711,2.674618721008301,0.8411285563151042,0.669110362131994,0.541605330796253,0.5383475180361834,0.7261164989269001,0.6662724186137422,0.693671036898168,103,0.608247509765625,0.12223191321076142,0.07795736500410846,0.07124714190604131,0.18303955213130055,0.11406632667848249,0.12352463708368486,103,2378.233488559723
